Time(%),Time,Calls,Avg,Min,Max,Name
67.99%,28.2817s,10000,2.8282ms,2.8199ms,3.2146ms,main_83_gpu
27.65%,11.5008s,10000,1.1501ms,1.1485ms,1.2304ms,main_89_gpu
4.21%,1.75052s,10000,175.05us,174.33us,185.44us,main_85_gpu_red
0.10%,42.736ms,10008,4.2700us,959ns,4.6896ms,[CUDAmemcpyHtoD]
0.05%,19.383ms,10000,1.9380us,1.8560us,3.1680us,[CUDAmemcpyDtoH]
