Time(%),Time,Calls,Avg,Min,Max,Name
46.45%,21.6444s,10000,2.1644ms,2.1331ms,2.1910ms,main_88_gpu
26.57%,12.3779s,10000,1.2378ms,1.2362ms,1.2461ms,main_82_gpu
23.09%,10.7603s,10000,1.0760ms,1.0746ms,1.0778ms,main_93_gpu
3.76%,1.75105s,10000,175.11us,174.40us,176.61us,main_89_gpu_red
0.09%,40.915ms,10008,4.0880us,960ns,4.4980ms,[CUDAmemcpyHtoD]
0.04%,20.007ms,10000,2.0000us,1.8870us,4.1280us,[CUDAmemcpyDtoH]
