Time(%),Time,Calls,Avg,Min,Max,Name
67.68%,26.3407s,10000,2.6341ms,2.6199ms,2.9643ms,main_83_gpu
27.66%,10.7648s,10000,1.0765ms,1.0750ms,1.1412ms,main_89_gpu
4.50%,1.75210s,10000,175.21us,174.43us,185.57us,main_85_gpu_red
0.11%,42.595ms,10008,4.2560us,959ns,4.5667ms,[CUDAmemcpyHtoD]
0.05%,19.851ms,10000,1.9850us,1.8550us,4.0960us,[CUDAmemcpyDtoH]
